rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmrasymerr,st_pmdec,st_pmdecsymerr,pl_tranmid,pl_tranmidsymerr,pl_orbper,pl_orbpersymerr,pl_trandurh,pl_trandurhsymerr,pl_trandep,pl_trandepsymerr,pl_rade,pl_radesymerr,pl_insol,pl_insolsymerr,pl_eqt,pl_eqtsymerr,st_tmag,st_tmagsymerr,st_dist,st_distsymerr,st_teff,st_teffsymerr,st_logg,st_loggsymerr,st_rad,st_radsymerr,toi_created,rowupdate,ra_error,dec_error,st_pmra_error,st_pmdec_error,pl_tranmid_error,pl_orbper_error,pl_trandurh_error,pl_trandep_error,pl_rade_error,pl_insol_error,pl_eqt_error,st_tmag_error,st_dist_error,st_teff_error,st_logg_error,st_rad_error
1245,2045.01,2045,347013211,347013211.01,1,PC,00h04m28.62s,1.119248,+54d56m04.19s,54.934497,14.472,1.0,7.986,1.0,2459873.067934,1,9.07763,1,5.928,1,5912.0,1,12.6842,1,388.441,,1236.0,,10.7799,1,366.962,1,6125.9,1,4.03,1,1.72,1,2020-06-19 07:20:04,2023-05-01 10:10:02,,,0.047,0.04,0.001547,2.5e-05,0.293,176.262,0.708204,,,0.006,4.7995,120.7,0.08,0.09
1246,2046.01,2046,468574941,468574941.01,1,CP,01h04m44.39s,16.184942,+74d19m52.7s,74.331306,6.293,1.0,-9.958,1.0,2459882.348171,1,1.4971447,1,2.4024159,1,16266.2491958,1,16.2528494,1,2643.654975,,1828.8199186,,10.996,1,289.668,1,6081.0,1,4.31,1,1.2431901,1,2020-06-19 07:20:04,2023-02-21 16:02:01,,,0.04,0.041,0.000196,1.81e-05,0.0149419,71.29483,0.7567245,,,0.006,2.208,137.7,0.08,0.0575628
1247,2047.01,2047,363761216,363761216.01,1,FP,00h23m28.12s,5.867146,+71d09m31.71s,71.158807,-6.964,1.0,-1.662,1.0,2460651.832302,1,7.4072602,1,3.019,1,14765.0,1,14.7857,1,258.039,,1116.0,,10.4708,1,196.538,1,5887.0,1,4.35,1,1.14,1,2020-06-19 07:20:04,2025-07-23 16:00:01,,,0.085,0.072,0.000315,2.9e-06,0.102,170.01,0.754304,,,0.006,1.9575,183.3,0.08,0.06
1248,2048.01,2048,159873822,159873822.01,1,CP,15h51m41.79s,237.924107,+52d18m22.71s,52.306308,-10.393,1.0,-1.384,1.0,2459704.448013,1,13.7905315,1,3.301,1,1140.0,1,2.60168,1,29.035,,646.0,,10.7545,1,116.567,1,5021.6,1,4.6,1,0.76,1,2020-06-19 07:20:04,2023-03-20 12:03:37,,,0.038,0.043,0.004482,9.1e-05,0.481,1.89262,0.17953,,,0.006,0.291,104.2,0.08,0.04
1249,2049.01,2049,314835525,314835525.01,1,PC,23h07m38.36s,346.90982,+56d41m40.25s,56.694513,19.194,1.0,-0.356,1.0,2458768.86655,1,5.30329,1,3.707,1,1200.0,1,11.7443,1,473.142,,1299.0,,10.6568,1,571.487,1,6054.7,1,3.41,1,3.48,1,2020-06-19 07:20:04,2024-09-23 12:03:08,,,0.045,0.037,0.00585,0.00022,0.395,2.43495,0.924438,,,0.012,9.0355,145.0,0.09,0.21
1250,205.01,205,281575427,281575427.01,1,PC,00h31m54.11s,7.975464,-56d57m54.29s,-56.965081,31.34,1.0,4.687,1.0,2460189.141091,1,4.2529842,1,3.138,1,283.0,1,2.26991,1,636.914,,1399.0,,9.4525,1,177.759,1,6222.5,1,4.06,1,1.45,1,2018-11-14 15:06:55,2023-11-15 16:02:02,,,0.049,0.039,0.004583,1.61e-05,0.42,16.4901,0.146195,,,0.006,0.9185,83.0,0.16,0.07
1251,2050.01,2050,316468545,316468545.01,1,PC,21h35m37.99s,323.908297,+65d26m15.13s,65.437536,20.968,1.0,2.08,1.0,2460427.434017,1,13.5970194,1,2.781,1,604.0,1,2.03572,1,41.8338,,708.0,,9.70362,1,113.725,1,5985.0,1,4.59,1,0.88,1,2020-06-19 07:20:04,2024-09-04 10:08:02,,,0.059,0.054,0.003713,4.84e-05,0.362,34.9028,0.123962,,,0.006,0.3925,155.5,0.08,0.04
1252,2051.01,2051,375850439,375850439.01,1,PC,22h25m10.81s,336.295039,+67d58m16.2s,67.971168,-1.41,1.0,-3.759,1.0,2459854.289501,1,1.1633325,1,1.7800569,1,384.9566815,1,5.5717234,1,102177.3532273,,4559.9324771,,10.6234,1,809.88,1,11265.0,1,4.07,1,2.61707,1,2020-06-19 07:20:04,2023-05-30 12:02:54,,,0.066,0.068,0.002504,9.62e-05,0.3212876,34.33966,1.2488548,,,0.029,24.473,684.1,0.09,0.15687
1253,2052.01,2052,1100766816,1100766816.01,1,FP,15h54m00.24s,238.501017,+19d35m48.79s,19.596887,-66.932,1.0,-89.67,1.0,2458957.04205,1,1.62263,1,1.555,1,1630.0,1,4.33692,1,713.443,,1439.0,,10.0943,1,115.724,1,5016.1,1,,1,1.01,1,2020-06-19 07:20:04,2021-10-29 12:59:15,,,0.113,0.094,0.00253,0.0003,0.422,6.54313,1.05517,,,0.008,1.0315,577.2,,0.24
1254,2053.01,2053,315755496,315755496.01,1,FP,20h41m19.53s,310.331372,+82d26m07.09s,82.435302,-4.745,1.0,8.296,1.0,2459394.643317,1,4.27808,1,1.9576205,1,1096.6013542,1,17.8096125,1,528.551257,,1222.901639,,10.5008,1,583.511,1,4772.0,1,,1,5.2787499,1,2020-06-19 07:20:04,2021-10-29 12:59:15,,,0.038,0.038,0.002919,0.00013,0.4452874,112.49688,13.428784,,,0.007,7.1165,122.0,,
1255,2054.01,2054,378355116,378355116.01,1,FP,23h52m59.61s,358.248392,+60d28m54s,60.481667,-0.9,1.0,0.7,1.0,2459875.429386,1,3.5684459,1,2.934,1,939.0,1,5.87762,1,2297.53,,1928.0,,10.7633,1,,1,8124.0,1,,1,2.08,1,2020-06-19 07:20:04,2023-05-26 16:02:02,,,4.8,5.0,0.005032,2.74e-05,0.6,82.5405,4.13876,,,0.006,,221.0,,1.46
1256,2055.01,2055,322062001,322062001.01,1,APC,21h36m57.33s,324.238857,+69d17m02.21s,69.283946,-5.7,1.0,-1.7,1.0,2459876.086576,1,4.6981739,1,2.36,1,7417.0,1,31.434,1,1344.6,,,,10.6526,1,376.423,1,6782.0,1,,1,1.61,1,2020-06-19 07:20:04,2023-05-01 10:10:02,,,1.9,2.0,0.000578,3.2e-06,0.442,10591.6,,,,0.006,,,,
1257,2056.01,2056,396356111,396356111.01,1,APC,00h10m23.9s,2.599567,+58d29m21.98s,58.489439,-98.605,1.0,-9.771,1.0,2458771.6773,1,10.2207,1,3.848,1,300.0,1,2.95608,1,226.74,,1081.0,,7.3307,1,92.8913,1,6748.7,1,4.13,1,1.72,1,2020-06-19 07:20:04,2024-06-23 12:02:48,,,0.051,0.043,0.00982,0.00125,0.621,1.00594,0.225695,,,0.006,0.3086,121.0,0.09,0.07
1258,2057.01,2057,229888286,229888286.01,1,PC,15h04m27.96s,226.116513,+28d12m56.57s,28.215715,16.4,1.0,-14.8,1.0,2459668.434278,1,5.5986337,1,5.3892498,1,2541.1751726,1,9.9822897,1,482.2991657,,1195.2228223,,10.7165,1,255.849,1,6081.3,1,,1,1.83732,1,2020-06-19 07:20:04,2025-08-01 10:05:58,,,2.5,2.5,0.001392,1.77e-05,0.1472632,93.02916,0.308877,,,0.008,,,,
1259,2058.01,2058,326732851,326732851.01,1,FP,23h58m42.79s,359.678289,+62d37m33.27s,62.625907,2.128,1.0,-7.349,1.0,2458766.42257,1,1.51567,1,2.281,1,750.0,1,14.18,1,1102.82,,1605.0,,10.5365,1,550.191,1,4963.0,1,,1,4.96,1,2020-06-19 07:20:04,2021-10-29 12:59:15,,,0.049,0.044,0.00545,5e-05,0.392,1.58325,,,,0.013,8.1875,122.0,,
1260,2059.01,2059,403308915,403308915.01,1,FP,00h20m47.73s,5.198855,+55d32m34.13s,55.542814,-8.586,1.0,-7.721,1.0,2459878.778991,1,3.7543552,1,1.878,1,470.0,1,4.6716,1,931.407,,1539.0,,10.1731,1,385.274,1,8398.0,1,4.27,1,1.75,1,2020-06-19 07:20:04,2022-12-05 16:02:02,,,0.047,0.043,0.003726,1.71e-05,0.273,59.0334,0.282353,,,0.006,6.367,145.4,0.07,0.06
1261,206.01,206,55650590,55650590.01,1,CP,04h54m57.17s,73.73822,-62d31m18.75s,-62.521874,105.973,1.0,111.015,1.0,2458325.542536,1,0.7363132,1,0.6736853,1,1322.5461054,1,1.5332682,1,117.7581671,,840.1706554,,12.4312,1,47.7465,1,3358.0,1,4.438,1,0.351676,1,2019-05-17 18:40:33,2024-01-17 16:02:04,,,0.074,0.083,0.000284,4.8e-06,0.062197,78.30821,0.1028587,,,0.008,0.10975,,,0.0105659
1262,2060.01,2060,285542903,285542903.01,1,FP,00h53m04.81s,13.27005,+60d37m05.2s,60.618112,2.884,1.0,-1.087,1.0,2460448.014024,1,2.2657506,1,3.419,1,388.0,1,8.00485,1,18671.1,,3256.0,,9.8722,1,914.062,1,10125.0,1,3.62,1,4.14,1,2020-06-19 07:20:04,2024-08-06 10:08:01,,,0.053,0.055,0.006166,1.2e-05,0.568,30.5848,0.521967,,,0.023,34.852,419.5,0.07,0.18
1263,2061.01,2061,327577308,327577308.01,1,FP,00h18m59.45s,4.747716,+56d22m01.44s,56.367066,181.062,1.0,8.715,1.0,2458766.42545,1,1.45655,1,1.51,1,580.0,1,1.83776,1,436.167,,1273.0,,10.636,1,78.9495,1,4475.0,1,4.59,1,0.7,1,2020-06-19 07:20:04,2021-10-29 12:59:15,,,0.041,0.037,0.00426,4e-05,0.375,2.34658,0.18558,,,0.006,0.20345,122.2,0.1,0.05
1264,2062.01,2062,373785851,373785851.01,1,FP,01h51m06.87s,27.778642,+63d04m53.12s,63.081422,12.315,1.0,-4.252,1.0,2458795.9996,1,4.04163,1,1.719,1,3100.0,1,13.1608,1,304.098,,1163.0,,10.155,1,419.142,1,6895.0,1,3.87,1,2.36,1,2020-06-19 07:20:04,2021-10-29 12:59:15,,,0.07,0.075,0.00234,6e-05,0.219,2.87669,0.733872,,,0.006,10.3525,380.1,0.1,0.11
1265,2063.01,2063,334811204,334811204.01,1,PC,22h06m48.42s,331.70177,+63d35m56.56s,63.599044,-2.549,1.0,-3.778,1.0,2458743.99764,1,21.07626,1,2.124,1,1890.0,1,11.6504,1,31.6166,,660.0,,10.3499,1,514.968,1,7577.0,1,3.9,1,2.46,1,2020-06-19 07:20:04,2024-09-23 12:03:08,,,0.042,0.041,0.00385,0.00082,0.456,7.43208,0.84431,,,0.006,6.0355,491.6,0.09,0.09
1266,2064.01,2064,115524421,115524421.01,1,KP,16h56m31.32s,254.130502,+44d18m09.13s,44.302536,-13.477,1.0,-27.061,1.0,2459735.852814,1,8.8036803,1,2.997,1,8360.0,1,8.9006,1,72.699,,813.0,,11.5906,1,246.353,1,5701.0,1,4.47,1,0.94,1,2020-06-19 07:20:04,2023-03-15 16:02:02,,,0.047,0.046,0.000874,1.36e-05,0.287,2.59361,0.49633,,,0.007,1.565,188.0,0.56,0.05
1267,2065.01,2065,356710041,356710041.01,1,APC,12h50m18.54s,192.577265,+26d09m34.33s,26.159536,12.582,1.0,2.659,1.0,2458932.291437,1,,1,12.5551812,1,1341.1309509,1,10.443271,1,352.5989492,,1105.1977778,,9.0024,1,234.294,1,5701.43,1,3.56597,1,2.7564499,1,2020-07-02 17:46:17,2023-02-10 16:02:02,,,0.055,0.039,0.003409,,0.28876,69.10477,0.7342856,,,0.007,2.1745,118.15,0.0743608,0.13196
1268,2066.01,2066,141663460,141663460.01,1,FP,15h14m31.67s,228.631968,-43d23m06.23s,-43.385063,-6.984,1.0,-15.199,1.0,2458601.34368,1,1.76442,1,2.749,1,8800.0,1,23.0,1,17176.2,,3189.0,,8.522,1,326.04,1,9277.7,1,,1,2.26,1,2020-07-09 15:58:56,2021-10-29 12:59:15,,,0.127,0.107,0.00078,5e-05,0.095,2.10075,0.785358,,,0.006,7.135,290.0,,0.07
1269,2067.01,2067,147951030,147951030.01,1,PC,11h11m27.67s,167.865299,+71d32m26.71s,71.540754,-47.469,1.0,-40.466,1.0,2460366.21096,1,8.8128067,1,2.325,1,787.0,1,2.33219,1,52.4568,,749.0,,10.4547,1,138.308,1,5491.0,1,4.5359,1,0.88,1,2020-07-15 20:44:30,2024-09-04 10:08:02,,,0.057,0.058,0.003718,3.11e-05,0.521,55.7412,0.165847,,,0.006,0.7,126.682,0.0761074,0.05
1270,2068.01,2068,417931300,417931300.01,1,CP,12h25m05.65s,186.27356,+60d25m06.05s,60.418346,-197.88,1.0,-6.197,1.0,2458683.416826,1,7.7690887,1,2.6251447,1,1416.7912077,1,2.3663308,1,12.6577686,,481.070845,,11.1806,1,52.9328,1,3700.0,1,4.70036,1,0.542573,1,2020-07-15 20:44:30,2025-08-01 10:05:58,,,0.039,0.033,0.002527,3.89e-05,0.2714902,130.64777,0.2054201,,,0.007,0.0586,157.0,0.0094548,0.0161303
1271,2069.01,2069,198187049,198187049.01,1,PC,16h22m54.95s,245.728968,+61d41m41.41s,61.694836,114.951,1.0,47.415,1.0,2458688.473496,1,5.9214229,1,2.4606208,1,140.4285921,1,1.0470381,1,122.1004834,,847.8110943,,7.9726,1,38.6215,1,5268.0,1,4.56138,1,0.823126,1,2020-07-15 20:44:30,2024-01-16 12:02:50,,,0.047,0.047,0.001157,1.43e-05,0.149757,11.2766285,0.3157508,,,0.006,0.037,125.279,0.0826218,0.0473618
1272,207.01,207,260271203,260271203.01,1,FP,06h16m52.34s,94.218082,-58d13m47.27s,-58.229798,0.243,1.0,2.663,1.0,2458330.097007,1,5.6492853,1,4.0424046,1,44346.559983,1,26.5608527,1,405.0881542,,1144.213679,,13.4734,1,969.506,1,5963.0,1,4.31132,1,1.21025,1,2019-01-31 17:54:50,2024-09-05 10:08:02,,,0.031,0.032,0.000438,2.74e-05,0.0274707,270.59085,26.561123,,,0.006,15.7155,190.0,,1.21025
1273,2070.01,2070,233182695,233182695.01,1,PC,14h36m10.41s,219.043374,+68d56m26.5s,68.940695,-9.672,1.0,18.091,1.0,2458684.428217,1,6.3839247,1,1.5808909,1,358.7464972,1,2.2843976,1,301.4805095,,1062.7584328,,9.74428,1,148.003,1,5849.0,1,4.33017,1,1.16353,1,2020-07-15 20:44:30,2025-08-01 10:05:58,,,0.082,0.061,0.001322,1.56e-05,0.3758128,30.361868,2.1950235,,,0.006,0.7745,123.43,0.0759892,0.0553267
1274,2071.01,2071,198360694,198360694.01,1,PC,17h06m24.28s,256.601181,+57d39m39.72s,57.661033,-1.469,1.0,-15.734,1.0,2459659.620814,1,5.6739336,1,2.8074156,1,641.2779235,1,2.587582,1,265.3024804,,1029.3310585,,11.04,1,231.311,1,5873.3,1,4.46212,1,1.00286,1,2020-07-15 20:44:30,2023-05-19 16:02:01,,,0.035,0.041,0.004937,1.02e-05,0.2790258,30.072529,0.907476,,,0.006,1.023,139.832,0.0810838,0.0538995
1275,2072.01,2072,900715901,900715901.01,1,PC,11h35m56.77s,173.986546,+75d32m47.86s,75.546629,-185.008,1.0,-87.324,1.0,2459635.550895,1,3.167981,1,1.352,1,970.0,1,,1,31.7519,,661.0,,11.6434,1,39.1185,1,3546.0,1,4.93943,1,,1,2020-07-15 20:44:30,2022-07-08 16:02:01,,,0.056,0.05,0.003089,1.76e-05,0.233,3.23504,,,,0.006,0.04905,119.826,0.173715,
1276,2073.01,2073,441642457,441642457.01,1,PC,13h59m31.76s,209.882326,+58d55m58.48s,58.93291,-82.55,1.0,-23.795,1.0,2458745.519019,1,53.1991439,1,6.2024225,1,591.4602835,1,2.8396233,1,16.568599,,514.56613,,9.45253,1,123.946,1,5729.0,1,4.32178,1,1.15632,1,2020-07-15 20:44:30,2022-11-15 16:02:02,,,0.041,0.042,0.00382,0.0003934,0.642232,49.0575,1.1687869,,,0.006,0.3855,120.914,0.0737775,0.0541909
1277,2074.01,2074,158075010,158075010.01,1,PC,14h32m44.25s,218.184395,+43d45m23.14s,43.756428,-44.888,1.0,19.904,1.0,2458754.149159,1,177.5830512,1,4.7901443,1,456.0908234,1,3.5953731,1,9.1603487,,443.7085028,,8.38689,1,131.275,1,6594.0,1,4.16825,1,1.59978,1,2020-07-15 20:44:30,2021-10-29 12:59:15,,,0.035,0.038,0.003502,0.0050337,0.3777157,58.929592,0.7190103,,,0.006,0.4195,133.174,0.0859737,0.0666708
1278,2075.01,2075,23814735,23814735.01,1,PC,14h00m10.71s,210.044615,+38d42m20.31s,38.705641,24.527,1.0,-30.637,1.0,2459690.292318,1,4.7981694,1,2.1425123,1,1051.0675882,1,2.3133532,1,47.3415434,,669.0065237,,11.1345,1,74.1469,1,4065.0,1,4.59496,1,0.667797,1,2020-07-15 20:44:30,2023-05-23 12:03:00,,,0.029,0.041,0.005436,2.85e-05,0.3771394,101.38171,0.8039021,,,0.006,0.15735,120.25,0.109961,0.0638743
1279,2076.01,2076,27491137,27491137.01,1,CP,14h29m34.08s,217.392016,+39d47m25.44s,39.790399,-118.228,1.0,-6.973,1.0,2459675.695029,1,10.3563596,1,3.4814933,1,923.942127,1,2.4103206,1,48.1191014,,671.7367777,,8.3745,1,41.9091,1,5149.6,1,4.6,1,0.772148,1,2020-07-15 20:44:30,2022-11-09 16:02:01,,,0.036,0.048,0.001782,2.08e-05,0.1526851,66.21998,0.3509292,,,0.006,0.0527,81.7,0.09,0.0454673
1280,2076.02,2076,27491137,27491137.02,2,CP,14h29m34.08s,217.392016,+39d47m25.44s,39.790399,-118.228,1.0,-6.973,1.0,2459675.93251,1,35.1257472,1,2.839,1,2066.0,1,3.17021,1,3.78846,,388.0,,8.3745,1,41.9091,1,5149.6,1,4.6,1,0.77,1,2020-07-15 20:44:30,2022-09-08 10:10:02,,,0.036,0.048,0.001486,9.92e-05,0.372,1.14053,0.207547,,,0.006,0.0527,81.7,0.09,0.05
1281,2076.03,2076,27491137,27491137.03,3,CP,14h29m34.08s,217.392016,+39d47m25.44s,39.790399,-118.228,1.0,-6.973,1.0,2459673.364369,1,21.0153047,1,4.315,1,2072.0,1,3.78219,1,28.033,,641.0,,8.3745,1,41.9091,1,5149.6,1,4.6,1,0.77,1,2023-02-23 20:51:48,2023-02-24 12:02:44,,,0.036,0.048,0.001371,5.72e-05,0.518,1.23514,0.24189,,,0.006,0.0527,81.7,0.09,0.05
1282,2077.01,2077,230075227,230075227.01,1,PC,16h17m30.47s,244.376954,+68d53m40.79s,68.894664,-3.399,1.0,34.826,1.0,2460348.12211,1,6.1155829,1,1.941,1,322.0,1,1.56167,1,152.993,,979.0,,9.7807,1,91.8282,1,5284.0,1,4.54246,1,0.85,1,2020-07-15 20:44:30,2024-04-02 10:08:02,,,0.04,0.041,0.003245,2.35e-05,0.77,29.1633,0.117786,,,0.006,0.17555,122.558,0.085154,0.05
1283,2078.01,2078,159244568,159244568.01,1,FA,15h08m43.19s,227.179973,+82d26m48.93s,82.446925,35.892,1.0,-66.784,1.0,2458820.249587,1,6.2772478,1,1.5325014,1,910.5215536,1,2.5385441,1,105.278027,,816.9663784,,11.0372,1,151.103,1,5244.0,1,4.58339,1,0.800741,1,2020-07-15 20:44:30,2022-06-02 12:03:17,,,0.04,0.041,0.003081,0.0004265,0.6161359,122.67958,2.4801824,,,0.006,0.556,118.782,0.0801772,0.0434623
1284,2079.01,2079,224298134,224298134.01,1,PC,12h21m21.17s,185.338193,+57d45m08.51s,57.752364,-149.355,1.0,-24.012,1.0,2458711.967129,1,1.4923179,1,1.1558314,1,669.71826,1,1.2607994,1,84.6732757,,773.6710387,,10.8515,1,37.066,1,3577.0,1,4.75448,1,0.480553,1,2020-07-15 20:44:31,2025-08-01 10:05:58,,,0.043,0.042,0.000944,7.9e-06,0.3911067,79.03957,1.5026435,,,0.007,0.04375,157.0,0.0071846,0.0140953
1285,2079.02,2079,224298134,224298134.02,2,PC,12h21m21.17s,185.338193,+57d45m08.51s,57.752364,-149.355,1.0,-24.012,1.0,2458720.556268,1,9.3174113,1,1.7011801,1,1790.5546209,1,2.0623382,1,7.3649163,,420.1570972,,10.8515,1,37.066,1,3577.0,1,4.75448,1,0.480553,1,2022-02-28 23:51:57,2025-08-01 10:05:58,,,0.043,0.042,0.001497,2.28e-05,0.6083383,168.6067,1.6071008,,,0.007,0.04375,157.0,0.0071846,0.0140953
1286,208.01,208,314865962,314865962.01,1,PC,03h33m07.58s,53.28158,-72d44m38.58s,-72.744051,18.57,1.0,44.709,1.0,2458335.989204,1,22.4586196,1,7.1989719,1,445.0003089,1,2.1229458,1,33.8973151,,615.4050768,,10.3539,1,148.372,1,5493.0,1,4.43001,1,0.978381,1,2019-05-17 18:40:33,2024-04-23 10:09:23,,,0.05,0.045,0.003637,8.18e-05,0.5103982,25.28392,0.5853561,,,0.006,0.539,186.0,0.290559,0.0512915
1287,2080.01,2080,367739494,367739494.01,1,PC,16h41m31.92s,250.382981,+80d02m45.17s,80.04588,-18.769,1.0,64.767,1.0,2458689.532084,1,63.5809449,1,3.6561358,1,1446.5029644,1,3.0597346,1,3.1507778,,339.8006415,,11.4547,1,141.436,1,4868.0,1,4.61964,1,0.72252,1,2020-07-15 20:44:31,2023-05-19 16:02:01,,,0.036,0.05,0.004544,0.0004494,0.4726544,168.50865,0.5072698,,,0.006,0.449,119.716,0.0887982,0.046196
1288,2081.01,2081,321669174,321669174.01,1,CP,17h37m12.54s,264.302263,+53d01m32.04s,53.025567,-111.988,1.0,-31.78,1.0,2459757.444606,1,10.5054362,1,2.4850401,1,1320.6016253,1,1.947929,1,8.2567001,,432.3359777,,11.642,1,62.3446,1,3742.0,1,4.72382,1,0.515547,1,2020-07-15 20:44:31,2023-06-13 16:02:07,,,0.042,0.042,0.003454,2.15e-05,0.2296826,66.876884,0.3443212,,,0.007,0.08335,157.0,0.0086243,0.0153071
1289,2081.02,2081,321669174,321669174.02,2,PC,17h37m12.54s,264.302263,+53d01m32.04s,53.025567,-111.988,1.0,-31.78,1.0,2458686.965949,1,5.1097197,1,1.6354976,1,540.1814411,1,1.3996848,1,21.5855207,,549.743853,,11.642,1,62.3446,1,3742.0,1,4.72382,1,0.515547,1,2023-05-18 22:44:39,2023-05-19 10:10:02,,,0.042,0.042,0.002077,1.95e-05,0.2841462,63.78863,0.2179084,,,0.007,0.08335,157.0,0.0086243,0.0153071
1290,2082.01,2082,160039081,160039081.01,1,PC,16h06m19.49s,241.581203,+53d30m52.71s,53.514641,69.846,1.0,-93.055,1.0,2460444.153514,1,30.2004765,1,4.517,1,520.0,1,2.6056,1,33.1236,,668.0,,7.8206,1,63.7194,1,6004.0,1,4.36245,1,1.15,1,2020-07-15 20:44:31,2024-08-21 10:08:02,,,0.048,0.06,0.003206,0.0001124,1.176,26.3148,0.141332,,,0.006,0.11525,117.657,0.0741661,0.05
1291,2083.01,2083,233633993,233633993.01,1,PC,18h59m04.26s,284.767733,+60d09m16.04s,60.154455,25.806,1.0,60.92,1.0,2458695.867578,1,17.969639,1,4.238817,1,1231.0381518,1,3.0570342,1,14.1574455,,494.7274115,,11.8737,1,146.594,1,4410.0,1,4.507,1,0.767286,1,2020-07-15 20:44:31,2023-06-13 16:02:07,,,0.044,0.043,0.003559,8.35e-05,0.2885806,70.8589,0.3580759,,,0.006,0.5245,124.828,0.10146,0.0642211
1292,2084.01,2084,441738827,441738827.01,1,CP,17h17m01.09s,259.254539,+72d44m49.28s,72.747023,47.717,1.0,36.775,1.0,2459652.834382,1,6.0784031,1,2.117,1,1810.0,1,2.07448,1,15.739,,554.0,,13.3257,1,114.549,1,3630.0,1,4.76664,1,0.47,1,2020-07-15 20:44:31,2023-12-03 12:03:15,,,0.041,0.05,0.007675,6.58e-05,0.376,8.91158,0.16522,,,0.007,0.3405,157.0,0.006844,0.01
1293,2084.02,2084,441738827,441738827.02,2,FP,17h17m01.09s,259.254539,+72d44m49.28s,72.747023,47.717,1.0,36.775,1.0,2458745.410754,1,8.1490285,1,2.3210553,1,2850.6795113,1,2.5781465,1,8.990204,,441.633629,,13.3257,1,114.549,1,3630.0,1,4.76664,1,0.466766,1,2020-07-15 20:44:31,2024-06-04 12:03:05,,,0.041,0.05,0.003461,0.0001847,0.3841846,246.58076,0.6007387,,,0.007,0.3405,157.0,0.006844,0.0138789
1294,2085.01,2085,103633672,103633672.01,1,PC,10h08m53.63s,152.223473,+70d23m40.41s,70.394557,-33.703,1.0,-40.063,1.0,2458850.32085,1,,1,6.7940415,1,1885.160909,1,3.4610442,1,1.4046835,,277.6606693,,9.8499,1,84.5772,1,5134.0,1,4.57244,1,0.799051,1,2020-07-15 20:44:31,2024-11-14 10:08:02,,,0.047,0.059,0.003494,,0.3130823,172.03181,0.497022,,,0.006,0.23065,126.158,0.0884481,0.0487588
1295,2086.01,2086,230387153,230387153.01,1,PC,19h03m41.2s,285.921685,+65d47m08.42s,65.785672,15.932,1.0,63.447,1.0,2459772.489982,1,41.7540004,1,4.491,1,820.0,1,2.75297,1,7.9761,,468.0,,11.316,1,202.265,1,5337.0,1,4.48036,1,0.91,1,2020-07-15 20:44:31,2023-02-06 16:02:02,,,0.056,0.046,0.007737,0.0004176,0.997,71.1892,0.201589,,,0.006,1.2415,124.039,0.0804313,0.05
1296,2086.02,2086,230387153,230387153.02,2,PC,19h03m41.2s,285.921685,+65d47m08.42s,65.785672,15.932,1.0,63.447,1.0,2459662.482575,1,20.261655,1,2.9685197,1,612.9485468,1,2.4206095,1,30.2935939,,598.3529678,,11.316,1,202.265,1,5337.0,1,4.48036,1,0.914083,1,2020-09-23 20:14:37,2023-05-19 16:02:01,,,0.056,0.046,0.009829,9.31e-05,0.3882585,54.577297,0.7309021,,,0.006,1.2415,124.039,0.0804313,0.0509548
1297,2087.01,2087,219462190,219462190.01,1,PC,13h52m12.71s,208.052955,+75d09m54.94s,75.165261,-14.785,1.0,-7.248,1.0,2458709.129054,1,,1,16.0960466,1,548.082765,1,2.2664482,1,7.6309448,,423.9008895,,10.0537,1,131.542,1,5647.0,1,4.48001,1,0.953815,1,2020-07-15 20:44:31,2021-10-29 12:59:15,,,0.05,0.039,0.011109,,0.8324055,69.76123,0.4723192,,,0.006,0.416,124.03,0.0787141,0.0489146
1298,2088.01,2088,441765914,441765914.01,1,CP,17h25m29.97s,261.374894,+75d52m56.21s,75.88228,-18.935,1.0,-1.971,1.0,2459517.9957,1,124.72987,1,7.2967692,1,1781.9160024,1,3.5130935,1,1.7337719,,292.6629465,,10.8812,1,126.46,1,4902.0,1,4.5026,1,0.831423,1,2020-07-15 20:44:31,2025-04-20 12:03:53,,,0.044,0.055,0.005186,0.0005675,0.2877209,67.559074,0.4456943,,,0.006,0.359,123.229,0.089012,0.0533367
1299,2089.01,2089,341815197,341815197.01,1,PC,17h49m13.72s,267.307163,+54d24m57.36s,54.415932,0.484,1.0,-3.654,1.0,2459790.282263,1,49.9950015,1,5.109,1,1080.0,1,2.65286,1,5.92112,,434.0,,11.5509,1,187.927,1,5274.27,1,4.61038,1,0.78,1,2020-07-15 20:44:31,2023-02-06 16:02:02,,,0.044,0.038,0.005033,0.0004592,0.662,89.8372,0.201283,,,0.006,0.6635,126.47,0.0882557,0.05
1300,209.01,209,52204645,52204645.01,1,APC,01h17m34.6s,19.394178,-66d54m11.04s,-66.903066,-12.619,1.0,-138.402,1.0,2458325.884839,1,4.3794298,1,1.6639354,1,969.6957616,1,2.3149088,1,120.9359556,,845.782334,,10.8545,1,113.387,1,4892.0,1,4.50955,1,0.742779,1,2018-11-14 15:06:55,2024-04-25 10:08:01,,,0.058,0.033,0.000996,7e-06,0.3168304,58.59707,1.9252915,,,0.006,0.2725,179.0,2.00346,0.0504774
