kepoi_name,koi_disposition,ra,dec,koi_period,koi_time0bk,koi_eccen,koi_longp,koi_incl,koi_impact,koi_sma,koi_duration,koi_depth,koi_ingress,koi_prad,koi_insol,koi_teq,koi_srad,koi_smass,koi_sage,koi_steff,koi_slogg,koi_smet,koi_kepmag,data_source,koi_smass_calculated,koi_sma_calculated,koi_incl_calculated
K00829.01,CONFIRMED,290.46176,40.562462,18.64932728,2455007.771,0.0,,89.86,0.08,0.139,4.4056,893.6,,3.12,57.13,701.0,1.053,1.026,,5775.0,4.405,0.16,15.386,Kepler,False,False,False
K00117.02,CONFIRMED,297.02826,48.208611,4.90144976,2454971.60548,0.0,,86.1,0.529,0.0586,4.1654,140.7,,1.7,598.74,1262.0,1.402,1.113,,5847.0,4.191,0.26,12.487,Kepler,False,False,False
K00829.02,CONFIRMED,290.46176,40.562462,9.75192101,2454971.78608,0.0,,80.97,0.949,0.0902,4.793,418.0,,2.76,135.66,870.0,1.053,1.026,,5775.0,4.405,0.16,15.386,Kepler,False,False,False
K00829.03,CONFIRMED,290.46176,40.562462,38.5576546,2454996.85063,0.0,,87.91,0.911,0.2255,5.794,993.0,,4.02,21.71,550.0,1.053,1.026,,5775.0,4.405,0.16,15.386,Kepler,False,False,False
K00830.01,CONFIRMED,290.58173,40.5774,3.525632539,2455003.0479951,0.0,,89.41,0.12,0.0431,2.59959,22335.0,,11.58,213.12,975.0,0.793,0.855,,5150.0,4.572,0.08,15.224,Kepler,False,False,False
K00815.01,CANDIDATE,285.92001,39.624828,34.84398644,2455005.633252,0.0,,88.92,0.934,0.1971,2.9315,4523.6,,7.61,16.1,511.0,0.871,0.84,,5509.0,4.482,-0.16,15.684,Kepler,False,False,False
K00816.01,CONFIRMED,294.4899,39.771439,7.748094239,2455007.997206,0.0,,88.02,0.517,0.081,3.5957,2472.1,,5.52,204.39,964.0,1.085,1.181,,5973.0,4.439,0.36,15.67,Kepler,False,False,False
K00817.01,CONFIRMED,283.86639,39.898079,23.96793669,2455019.22182,0.0,,89.47,0.416,0.1322,3.827,1182.3,,1.8,2.77,329.0,0.524,0.536,,3747.0,4.728,0.1,15.414,Kepler,False,False,False
K00817.02,CONFIRMED,283.86639,39.898079,8.29561738,2454968.79284,0.0,,87.95,0.888,0.0652,1.3421,824.3,,1.82,11.39,469.0,0.524,0.536,,3747.0,4.728,0.1,15.414,Kepler,False,False,False
K00818.01,CONFIRMED,288.81201,40.033401,8.11437482,2455009.33968,0.0,,88.61,0.573,0.0649,2.2736,1558.0,,2.1,10.55,460.0,0.517,0.553,,3692.0,4.753,0.28,15.877,Kepler,False,False,False
K00819.01,FALSE POSITIVE,294.14789,40.055538,38.036729482,2455029.934947,0.0,,89.63,0.501,0.2252,4.34617,82872.0,,27.5,14.81,500.0,0.932,1.051,,5575.0,4.521,0.36,15.472,Kepler,False,False,False
K00820.01,CANDIDATE,295.11371,40.071171,4.64090031,2455006.64638,0.0,,19.01,1.28,0.0503,35.512,2450.6,,30.09,421.08,1155.0,0.826,0.786,,6463.0,4.5,-1.66,15.27,Kepler,False,False,False
K00011.01,FALSE POSITIVE,291.06152,50.265129,3.747838198,2455004.66504,0.0,,53.12,1.121,0.046,5.0642,616.0,,13.65,266.76,1031.0,0.826,0.926,,5514.0,4.569,-0.04,13.496,Kepler,False,False,False
K00117.01,CONFIRMED,297.02826,48.208611,14.74914825,2454971.77799,0.0,,89.47,0.173,0.1221,6.0995,430.2,,2.89,137.91,874.0,1.402,1.113,,5847.0,4.191,0.26,12.487,Kepler,False,False,False
K00821.01,CONFIRMED,294.77686,40.15374,21.81295996,2455007.01085,0.0,,89.92,0.053,0.1495,4.3791,1175.4,,3.38,39.33,639.0,0.999,0.934,,5601.0,4.41,0.08,15.54,Kepler,False,False,False
K00822.01,FALSE POSITIVE,283.53845,40.217999,7.91936937,2455005.181092,0.0,,87.3,0.733,0.0737,3.3148,15148.0,,10.34,104.0,814.0,0.776,0.852,,5690.0,4.588,-0.4,15.805,Kepler,False,False,False
K00823.01,CANDIDATE,296.00699,40.295429,1.028436523,2455003.228582,0.0,,57.3,1.5734,0.0197,1.8606,8098.0,,72.77,3400.48,1947.0,0.99,0.959,,6228.0,4.428,-0.44,15.202,Kepler,False,False,False
K00824.01,CONFIRMED,283.25354,40.358189,15.37562369,2455006.61402,0.0,,88.73,0.692,0.1121,3.3169,15337.0,,11.01,30.54,600.0,0.833,0.793,,4986.0,4.496,0.16,16.422,Kepler,False,False,False
K00825.01,CONFIRMED,283.22141,40.421829,8.10363271,2455009.9486,0.0,,89.87,0.047,0.0712,3.161,887.9,,2.11,52.82,687.0,0.732,0.733,,4861.0,4.574,-0.08,15.289,Kepler,False,False,False
K00825.02,CONFIRMED,283.22141,40.421829,4.71510843,2454967.96178,0.0,,88.96,0.258,0.0496,2.506,417.5,,1.46,108.84,823.0,0.732,0.733,,4861.0,4.574,-0.08,15.289,Kepler,False,False,False
K00826.01,CONFIRMED,291.14951,40.420521,6.365839713,2455004.13575,0.0,,87.92,0.524,0.0659,2.9721,780.7,,2.44,165.33,914.0,0.849,0.939,,5776.0,4.554,-0.18,15.09,Kepler,False,False,False
K00827.01,FALSE POSITIVE,294.22397,40.417858,5.97581754,2455007.77602,0.0,,81.71,0.941,0.066,3.065,962.4,,3.86,284.25,1047.0,0.997,1.072,,6108.0,4.471,-0.08,15.546,Kepler,False,False,False
K00839.01,FALSE POSITIVE,298.96112,40.862808,2.446737317,2455003.66951,0.0,,44.81,1.241,0.0351,4.7211,1177.9,,26.25,597.19,1261.0,0.863,0.959,,5764.0,4.548,-0.12,15.021,Kepler,False,False,False
K00840.01,CONFIRMED,299.3161,40.82238,3.04033046,2455002.9490106,0.0,,85.95,0.736,0.0374,1.8411,10859.0,,8.99,257.29,1021.0,0.791,0.754,,5035.0,4.519,-0.06,15.028,Kepler,False,False,False
K00841.01,CONFIRMED,292.23676,41.08588,15.33528675,2455007.00278,0.0,,87.95,0.773,0.1179,3.897,3081.4,,5.0,32.67,610.0,0.817,0.926,,5251.0,4.581,0.21,15.855,Kepler,False,False,False
K00117.04,CONFIRMED,297.02826,48.208611,7.95825328,2454970.80219,0.0,,85.95,0.706,0.0809,4.377,50.0,,1.06,314.15,1074.0,1.402,1.113,,5847.0,4.191,0.26,12.487,Kepler,False,False,False
K00841.02,CONFIRMED,292.23676,41.08588,31.33046135,2454986.43031,0.0,,88.62,0.798,0.1898,5.176,5073.8,,6.5,12.61,481.0,0.817,0.926,,5251.0,4.581,0.21,15.855,Kepler,False,False,False
K00831.01,FALSE POSITIVE,294.05676,40.549679,3.9043425,2455006.393734,0.0,,84.06,0.709,0.0484,3.831,16228.0,,12.28,351.05,1104.0,0.898,0.989,,5810.0,4.526,-0.06,15.016,Kepler,False,False,False
K00832.01,FALSE POSITIVE,294.74396,40.53392,9.286358079,2455004.8214689,0.0,,89.06,0.377,0.081,3.49949,44791.0,,17.61,95.03,796.0,0.821,0.82,,5670.0,4.523,-0.4,15.365,Kepler,False,False,False
K00833.01,FALSE POSITIVE,295.50439,40.505489,3.951405455,2455006.276125,0.0,,76.4,1.276,0.0482,2.1862,2453.9,,31.44,388.71,1133.0,0.869,0.953,,6046.0,4.539,-0.38,15.446,Kepler,False,False,False
K00834.01,CONFIRMED,287.89713,40.637821,23.65369415,2455004.376107,0.0,,89.98,0.008,0.1658,8.2183,3341.8,,7.89,67.65,731.0,1.384,1.083,,5739.0,4.191,0.3,15.084,Kepler,False,False,False
K00834.02,CONFIRMED,287.89713,40.637821,13.23352214,2454973.32196,0.0,,89.95,0.014,0.1126,6.7372,504.6,,3.06,146.67,888.0,1.384,1.083,,5739.0,4.191,0.3,15.084,Kepler,False,False,False
K00834.03,CONFIRMED,287.89713,40.637821,6.15560285,2454967.81656,0.0,,88.56,0.235,0.0676,4.9843,285.0,,2.32,406.94,1146.0,1.384,1.083,,5739.0,4.191,0.3,15.084,Kepler,False,False,False
K00834.04,CONFIRMED,287.89713,40.637821,2.090811305,2454967.17462,0.0,,77.03,0.746,0.0329,3.388,115.9,,1.62,1718.04,1642.0,1.384,1.083,,5739.0,4.191,0.3,15.084,Kepler,False,False,False
K00117.03,CONFIRMED,297.02826,48.208611,3.180027898,2454966.49863,0.0,,88.34,0.196,0.0439,3.5797,120.3,,1.53,1066.86,1458.0,1.402,1.113,,5847.0,4.191,0.26,12.487,Kepler,False,False,False
K00834.05,CONFIRMED,287.89713,40.637821,50.4467417,2455011.5014,0.0,,89.57,0.379,0.2747,7.159,370.3,,2.67,24.64,568.0,1.384,1.083,,5739.0,4.191,0.3,15.084,Kepler,False,False,False
K00835.01,CONFIRMED,294.20215,40.66341,11.76307164,2455013.93613,0.0,,89.91,0.048,0.0954,2.9076,1037.3,,2.35,33.99,616.0,0.756,0.849,,4959.0,4.603,0.16,15.208,Kepler,False,False,False
K00835.02,CONFIRMED,294.20215,40.66341,56.2279271,2454965.29259,0.0,,89.56,0.7,0.2707,3.57,862.7,,2.37,4.22,366.0,0.756,0.849,,4959.0,4.603,0.16,15.208,Kepler,False,False,False
K00836.01,FALSE POSITIVE,299.64285,40.691238,2.384052875,2455004.58362,0.0,,58.76,1.178,0.0308,3.0918,1268.1,,17.06,244.87,1010.0,0.701,0.683,,4794.0,4.58,-0.22,15.836,Kepler,False,False,False
K00837.01,CONFIRMED,291.15878,40.750271,7.953547,2455007.66224,0.0,,89.24,0.3,0.0712,2.6312,875.4,,2.25,55.37,696.0,0.779,0.759,,4768.0,4.536,0.18,15.66,Kepler,False,False,False
K00837.02,CONFIRMED,291.15878,40.750271,4.14451656,2454968.92831,0.0,,89.99,0.004,0.0461,2.3421,391.8,,1.48,132.08,864.0,0.779,0.759,,4768.0,4.536,0.18,15.66,Kepler,False,False,False
K00838.01,FALSE POSITIVE,292.21436,40.759762,4.859386384,2455006.011469,0.0,,81.27,1.259,0.0571,2.2757,6044.3,,38.33,364.23,1114.0,0.988,1.05,,6072.0,4.47,-0.1,15.311,Kepler,False,False,False
K00850.01,CONFIRMED,293.87811,41.66177,10.526294577,2455009.522462,0.0,,88.69,0.644,0.088,2.5211,9768.0,,8.24,61.16,713.0,0.793,0.82,,5386.0,4.553,-0.2,15.305,Kepler,False,False,False
K00851.01,CONFIRMED,299.18686,41.74268,4.583520948,2455002.973972,0.0,,89.81,0.045,0.0535,2.7055,3812.1,,5.39,274.98,1038.0,0.877,0.973,,5815.0,4.54,-0.12,15.287,Kepler,False,False,False
K00852.01,CONFIRMED,283.31638,41.83712,3.76181843,2455004.90364,0.0,,75.62,0.926,0.047,3.5176,510.6,,2.66,372.62,1121.0,0.949,0.974,,5653.0,4.472,0.1,15.257,Kepler,False,False,False
K00853.01,CONFIRMED,286.5657,41.808399,8.20396958,2455002.69138,0.0,,86.43,0.823,0.0735,2.9667,1024.4,,3.01,71.5,742.0,0.826,0.785,,5015.0,4.499,0.1,15.376,Kepler,False,False,False
K00853.02,CONFIRMED,286.5657,41.808399,14.49645186,2454976.41659,0.0,,84.34,0.97,0.1074,4.016,647.5,,3.01,33.48,613.0,0.826,0.785,,5015.0,4.499,0.1,15.376,Kepler,False,False,False
K00841.03,CONFIRMED,292.23676,41.08588,6.54626149,2454966.85964,0.0,,87.46,0.644,0.0668,2.75,655.9,,2.19,101.78,810.0,0.817,0.926,,5251.0,4.581,0.21,15.855,Kepler,False,False,False
K00842.01,CONFIRMED,292.91312,41.060921,12.71809866,2455008.35526,0.0,,89.17,0.427,0.0934,3.0957,1149.4,,2.31,23.6,562.0,0.686,0.67,,4702.0,4.592,-0.22,15.389,Kepler,False,False,False
K00842.02,CONFIRMED,292.91312,41.060921,36.06588163,2455031.58423,0.0,,89.77,0.26,0.1871,4.3246,1563.8,,2.64,5.88,397.0,0.686,0.67,,4702.0,4.592,-0.22,15.389,Kepler,False,False,False
K00843.01,CONFIRMED,293.49661,41.137589,4.190425659,2455004.44122,0.0,,87.52,0.458,0.0535,2.8589,2877.4,,6.21,547.9,1234.0,1.135,1.163,,6073.0,4.392,0.2,15.27,Kepler,False,False,False
K00844.01,CONFIRMED,283.86441,41.346458,3.709870784,2455004.987982,0.0,,89.86,0.023,0.0471,3.0694,2020.3,,4.35,415.1,1151.0,0.978,1.013,,5727.0,4.463,0.14,15.581,Kepler,False,False,False
K00845.01,CONFIRMED,288.51001,41.301769,16.3297527,2455010.29506,0.0,,86.59,0.791,0.1255,6.271,1187.5,,3.75,66.08,727.0,0.987,0.989,,5878.0,4.444,-0.06,15.447,Kepler,False,False,False
K00846.01,CONFIRMED,296.88821,41.396091,27.807566216,2455019.713552,0.0,,88.96,0.782,0.1711,4.21587,25391.0,,13.84,22.24,554.0,0.785,0.865,,5862.0,4.584,-0.52,15.482,Kepler,False,False,False
K00847.01,CONFIRMED,287.1543,41.565788,80.8723469,2455036.895,0.0,,89.4,0.527,0.3577,11.195,3604.6,,7.59,9.88,452.0,1.238,0.932,,5510.0,4.222,0.16,15.201,Kepler,False,False,False
K00848.01,FALSE POSITIVE,284.86929,41.679192,3.166465862,2455005.002627,0.0,,71.8,1.266,0.0371,2.9381,4357.2,,26.82,196.31,954.0,0.704,0.68,,4968.0,4.575,-0.36,15.999,Kepler,False,False,False
K00118.01,CONFIRMED,287.36279,38.649601,24.99324319,2454971.68167,0.0,,88.37,0.686,0.1651,5.9409,269.6,,2.29,60.88,712.0,1.317,0.961,,5718.0,4.181,0.0,12.377,Kepler,False,False,False
K00849.01,CONFIRMED,288.9942,41.633282,10.35533116,2455003.93729,0.0,,89.93,0.029,0.0895,3.1775,750.6,,2.47,86.22,777.0,0.918,0.891,,5501.0,4.462,0.02,15.018,Kepler,False,False,False
K00867.01,CONFIRMED,292.10519,42.380322,16.08518937,2455013.28319,0.0,,87.21,0.867,0.1173,3.984,1442.4,,3.68,33.43,613.0,0.826,0.83,,5239.0,4.523,0.0,15.219,Kepler,False,False,False
K00868.01,CANDIDATE,293.00797,42.307201,235.9986399,2455041.399822,0.0,,89.76,0.778,0.6534,8.2284,20715.0,,10.59,0.29,188.0,0.657,0.666,,4245.0,4.627,0.12,15.172,Kepler,False,False,False
K00869.01,CONFIRMED,291.63898,42.436321,7.49018305,2455007.95037,0.0,,89.95,0.02,0.0703,2.7297,1123.6,,2.56,76.06,753.0,0.787,0.823,,5103.0,4.562,0.04,15.599,Kepler,False,False,False
K00869.02,CONFIRMED,291.63898,42.436321,36.2761238,2455034.2869,0.0,,89.97,0.035,0.2012,4.7865,1572.6,,3.03,9.29,445.0,0.787,0.823,,5103.0,4.562,0.04,15.599,Kepler,False,False,False
K00869.03,CONFIRMED,291.63898,42.436321,17.46087931,2454970.26594,0.0,,89.31,0.594,0.1236,2.2641,812.4,,2.32,24.6,568.0,0.787,0.823,,5103.0,4.562,0.04,15.599,Kepler,False,False,False
K00854.01,CONFIRMED,289.50848,41.812119,56.0560754,2455034.16578,0.0,,89.99,0.018,0.228,4.685,1626.0,,1.94,0.69,233.0,0.491,0.503,,3593.0,4.757,0.26,15.849,Kepler,False,False,False
K00855.01,CONFIRMED,291.76041,41.944069,41.408316686,2455028.78745,0.0,,89.68,0.377,0.2162,5.0264,22839.0,,11.38,9.93,453.0,0.747,0.786,,5522.0,4.586,-0.46,15.196,Kepler,False,False,False
K00856.01,CANDIDATE,293.17929,41.969238,39.74893077,2455005.854644,0.0,,88.3,0.881,0.2311,7.3051,15179.0,,14.21,21.87,552.0,0.964,1.041,,6122.0,4.487,-0.18,15.344,Kepler,False,False,False
K00857.01,CONFIRMED,285.11047,42.033958,5.715425977,2455007.87931,0.0,,88.81,0.348,0.0611,2.5242,908.1,,2.47,123.03,850.0,0.826,0.927,,5237.0,4.572,0.24,15.086,Kepler,False,False,False
K00119.01,CONFIRMED,294.55917,46.062328,49.18394185,2454974.911924,0.0,,89.94,0.035,0.2829,11.3364,1646.2,,8.2,47.4,669.0,2.057,1.247,,5626.0,3.907,0.36,12.654,Kepler,False,False,False
K00857.02,CONFIRMED,285.11047,42.033958,20.0261412,2454979.91109,0.0,,88.43,0.957,0.1409,1.611,421.2,,2.28,23.14,559.0,0.826,0.927,,5237.0,4.572,0.24,15.086,Kepler,False,False,False
K00858.01,CANDIDATE,289.89777,42.009151,13.61014819,2455006.987319,0.0,,86.94,1.081,0.1061,2.594,5732.9,,19.02,68.29,733.0,0.903,0.857,,5697.0,4.46,-0.26,15.06,Kepler,False,False,False
K00859.01,FALSE POSITIVE,286.24356,42.148811,10.44331991,2455008.4046,0.0,,89.55,0.23,0.0857,2.743,1159.8,,2.66,46.94,667.0,0.802,0.769,,4947.0,4.516,0.08,15.546,Kepler,False,False,False
K00861.01,CONFIRMED,290.00757,42.116459,2.237489571,2455003.81914,0.0,,89.23,0.128,0.0325,1.8119,315.8,,1.41,427.17,1160.0,0.81,0.91,,5265.0,4.58,0.14,15.001,Kepler,False,False,False
K00862.01,FALSE POSITIVE,284.08731,42.233231,5.851520671,2455006.8228336,0.0,,89.27,0.211,0.0591,3.11058,33004.0,,14.62,155.89,901.0,0.806,0.804,,5532.0,4.53,-0.34,15.33,Kepler,False,False,False
K00863.01,CONFIRMED,293.81647,42.212502,3.167893418,2455005.147959,0.0,,89.87,0.026,0.0426,2.1814,781.2,,2.62,526.23,1221.0,0.94,1.026,,5895.0,4.503,-0.02,15.533,Kepler,False,False,False
K00864.01,CONFIRMED,287.24268,42.301369,4.311780262,2455006.576483,0.0,,89.08,0.196,0.0511,2.7251,1154.0,,3.11,274.84,1038.0,0.927,0.956,,5527.0,4.484,0.16,15.604,Kepler,False,False,False
K00864.02,CONFIRMED,287.24268,42.301369,20.0504494,2455021.08821,0.0,,89.31,0.383,0.1423,4.556,840.9,,2.69,35.44,622.0,0.927,0.956,,5527.0,4.484,0.16,15.604,Kepler,False,False,False
K00864.03,CONFIRMED,287.24268,42.301369,9.76734503,2455019.57718,0.0,,87.68,0.9,0.0881,1.6585,569.1,,2.67,92.46,791.0,0.927,0.956,,5527.0,4.484,0.16,15.604,Kepler,False,False,False
K00865.01,CANDIDATE,291.58377,42.36816,119.0207044,2455055.236492,0.0,,89.96,0.076,0.4582,8.1405,7430.5,,8.98,4.25,366.0,1.062,0.904,,5453.0,4.342,0.16,15.085,Kepler,False,False,False
K00119.02,CONFIRMED,294.55917,46.062328,190.3200468,2455145.68498,0.0,,89.24,0.812,0.6972,15.284,1141.7,,7.78,7.8,426.0,2.057,1.247,,5626.0,3.907,0.36,12.654,Kepler,False,False,False
K00866.01,FALSE POSITIVE,291.67172,42.343109,2.861159894,2455004.648106,0.0,,77.84,0.965,0.0406,1.8832,1014.3,,4.37,797.1,1355.0,1.021,1.09,,6126.0,4.458,-0.04,15.618,Kepler,False,False,False
K00880.01,CONFIRMED,292.87338,42.966141,26.44439337,2455027.12074,0.0,,89.97,0.03,0.1687,3.9783,1843.5,,3.91,23.54,562.0,0.929,0.915,,5427.0,4.463,0.16,15.158,Kepler,False,False,False
K00880.02,CONFIRMED,292.87338,42.966141,51.53997972,2455007.055011,0.0,,89.84,0.183,0.2632,6.3994,3644.3,,5.51,9.67,450.0,0.929,0.915,,5427.0,4.463,0.16,15.158,Kepler,False,False,False
K00880.03,CONFIRMED,292.87338,42.966141,5.902245782,2454969.78393,0.0,,89.23,0.209,0.0621,2.9003,702.3,,2.43,173.74,926.0,0.929,0.915,,5427.0,4.463,0.16,15.158,Kepler,False,False,False
K00880.04,CONFIRMED,292.87338,42.966141,2.382951591,2454968.080841,0.0,,86.85,0.479,0.0339,1.8876,391.6,,1.86,583.01,1253.0,0.929,0.915,,5427.0,4.463,0.16,15.158,Kepler,False,False,False
K00881.01,CONFIRMED,294.90973,42.935261,21.02250608,2455040.67593,0.0,,89.95,0.036,0.1378,4.1072,1772.5,,3.07,17.48,521.0,0.75,0.789,,5067.0,4.585,-0.08,15.859,Kepler,False,False,False
K00869.04,CONFIRMED,291.63898,42.436321,3.219814777,2454966.00406,0.0,,89.72,0.06,0.04,2.0642,488.2,,1.69,234.93,998.0,0.787,0.823,,5103.0,4.562,0.04,15.599,Kepler,False,False,False
K00870.01,CONFIRMED,292.13702,42.42942,5.912273234,2455005.184012,0.0,,89.51,0.17,0.0537,2.3254,961.4,,1.73,27.72,585.0,0.57,0.586,,4072.0,4.696,-0.18,15.036,Kepler,False,False,False
K00870.02,CONFIRMED,292.13702,42.42942,8.98581901,2455008.68418,0.0,,89.98,0.008,0.0709,2.8606,881.3,,1.65,15.9,509.0,0.57,0.586,,4072.0,4.696,-0.18,15.036,Kepler,False,False,False
K00871.01,CANDIDATE,291.11969,42.507069,12.940668656,2455012.423014,0.0,,88.54,0.897,0.1039,2.4845,42450.0,,22.94,64.64,723.0,0.809,0.895,,5875.0,4.572,-0.42,15.215,Kepler,False,False,False
K00120.01,FALSE POSITIVE,294.40192,50.172089,20.5452375,2454970.91394,0.0,,87.6,0.95,0.1437,2.517,218.5,,2.41,71.57,742.0,1.264,0.937,,5670.0,4.206,0.0,12.003,Kepler,False,False,False
K00872.01,CONFIRMED,289.26874,42.604172,33.60123371,2455019.680343,0.0,,89.23,0.67,0.1956,4.4056,7425.9,,8.46,14.22,495.0,0.93,0.882,,5149.0,4.447,0.42,15.262,Kepler,False,False,False
K00872.02,CONFIRMED,289.26874,42.604172,6.76652928,2454971.0637,0.0,,88.51,0.429,0.0672,2.9004,450.7,,1.97,120.48,845.0,0.93,0.882,,5149.0,4.447,0.42,15.262,Kepler,False,False,False
K00873.01,CONFIRMED,291.96417,42.69614,4.347288783,2455005.23343,0.0,,89.91,0.025,0.0524,2.1024,451.6,,2.36,449.79,1174.0,1.122,1.014,,5754.0,4.345,0.16,15.024,Kepler,False,False,False
K00874.01,CONFIRMED,296.48343,42.663429,4.601811819,2455002.98108,0.0,,87.56,0.567,0.0501,2.2607,755.9,,2.35,152.91,896.0,0.833,0.793,,4986.0,4.496,0.16,15.024,Kepler,False,False,False
K00874.02,CONFIRMED,296.48343,42.663429,11.18719905,2454970.17814,0.0,,89.1,0.387,0.0907,3.252,353.6,,1.55,46.65,667.0,0.833,0.793,,4986.0,4.496,0.16,15.024,Kepler,False,False,False
K00875.01,CONFIRMED,296.69394,42.62611,4.220965778,2455003.622433,0.0,,85.03,0.705,0.0418,3.0854,2260.0,,2.62,29.68,595.0,0.517,0.544,,3837.0,4.747,-0.06,15.692,Kepler,False,False,False
K00876.01,FALSE POSITIVE,287.88412,42.832439,6.998099523,2455004.898913,0.0,,79.0,7.361,0.0698,2.0488,20285.0,,588.66,125.22,853.0,0.829,0.926,,5612.0,4.566,-0.12,15.877,Kepler,False,False,False
K00877.01,CONFIRMED,293.63696,42.82497,5.95489993,2455003.955871,0.0,,89.0,0.327,0.0554,2.3892,1410.7,,2.33,38.52,635.0,0.633,0.64,,4261.0,4.641,-0.06,15.019,Kepler,False,False,False
K00877.02,CONFIRMED,293.63696,42.82497,12.03987488,2455014.22536,0.0,,89.51,0.286,0.0886,2.7363,1250.6,,2.18,15.06,502.0,0.633,0.64,,4261.0,4.641,-0.06,15.019,Kepler,False,False,False
K00877.03,CONFIRMED,293.63696,42.82497,20.83762895,2454965.08488,0.0,,89.18,0.706,0.1278,2.3734,439.0,,1.42,7.24,418.0,0.633,0.64,,4261.0,4.641,-0.06,15.019,Kepler,False,False,False
K00121.01,FALSE POSITIVE,294.46088,38.383461,8.8111022,2454969.4568,0.0,,67.15,1.223,0.0919,5.0683,401.1,,63.66,904.92,1399.0,2.404,1.333,,6200.0,3.8,-0.12,12.759,Kepler,False,False,False
K00878.01,CONFIRMED,297.46002,42.83992,23.58917143,2455006.81994,0.0,,86.86,0.926,0.1429,5.073,1200.7,,3.16,13.34,487.0,0.721,0.697,,4919.0,4.566,-0.24,15.316,Kepler,False,False,False
K00123.01,CONFIRMED,290.39273,40.28487,6.481633073,2454955.977657,0.0,,83.8,0.833,0.0683,3.784,298.5,,2.54,406.25,1145.0,1.302,1.009,,5945.0,4.213,-0.08,12.365,Kepler,False,False,False
K00892.01,CONFIRMED,290.39322,43.363899,10.37168928,2455005.61729,0.0,,88.66,0.537,0.0873,3.035,1254.9,,3.2,63.68,720.0,0.888,0.822,,5121.0,4.457,0.18,15.193,Kepler,False,False,False
K00892.02,CONFIRMED,290.39322,43.363899,3.96996298,2454970.75447,0.0,,86.81,0.836,0.046,1.1757,299.2,,1.78,229.37,992.0,0.888,0.822,,5121.0,4.457,0.18,15.193,Kepler,False,False,False
K00893.01,CONFIRMED,292.96555,43.34639,4.40841331,2455005.18582,0.0,,74.9,0.899,0.052,5.012,549.4,,2.66,398.0,1139.0,0.961,0.968,,6007.0,4.457,-0.24,15.662,Kepler,False,False,False
K00894.01,FALSE POSITIVE,299.00143,43.399632,7.9426176,2455007.52563,0.0,,77.16,0.942,0.0789,6.703,1590.7,,4.68,140.57,878.0,0.926,1.036,,5811.0,4.521,0.07,15.26,Kepler,False,False,False
K00881.02,CONFIRMED,294.90973,42.935261,226.8904775,2455040.35971,0.0,,89.76,0.731,0.6732,7.558,3136.4,,4.53,0.73,236.0,0.75,0.789,,5067.0,4.585,-0.08,15.859,Kepler,False,False,False
K00882.01,FALSE POSITIVE,295.83536,42.943062,1.956811408,2455003.694208,0.0,,78.08,1.091,0.0259,2.1958,24905.0,,21.58,357.16,1109.0,0.603,0.602,,5209.0,4.657,-1.24,15.533,Kepler,False,False,False
K00883.01,CANDIDATE,296.68307,42.967869,2.688899233,2455003.1020904,0.0,,90.0,0.001,0.0335,2.11275,37492.0,,12.04,175.76,929.0,0.639,0.699,,4820.0,4.667,-0.4,15.766,Kepler,False,False,False
K00884.01,CONFIRMED,288.64252,43.039291,9.439459486,2455010.186096,0.0,,89.89,0.049,0.0837,2.8979,3036.1,,4.16,52.32,686.0,0.779,0.891,,5097.0,4.597,0.21,15.067,Kepler,False,False,False
K00122.01,CONFIRMED,284.48245,44.398041,11.523067458,2454964.969055,0.0,,90.0,0.0,0.1017,3.8757,507.3,,3.13,174.81,927.0,1.411,1.053,,5644.0,4.162,0.3,12.346,Kepler,False,False,False
K00884.02,CONFIRMED,288.64252,43.039291,20.47748843,2455011.66786,0.0,,89.43,0.497,0.1402,2.8364,1382.4,,2.92,18.65,530.0,0.779,0.891,,5097.0,4.597,0.21,15.067,Kepler,False,False,False
K00884.03,CONFIRMED,288.64252,43.039291,3.336123113,2454968.31623,0.0,,88.88,0.252,0.0418,1.9616,516.3,,1.74,209.79,970.0,0.779,0.891,,5097.0,4.597,0.21,15.067,Kepler,False,False,False
K00886.01,CONFIRMED,294.77393,43.056301,8.01078456,2455003.20739,0.0,,89.59,0.192,0.0616,2.312,1333.6,,1.72,9.9,453.0,0.47,0.484,,3713.0,4.779,-0.12,15.847,Kepler,False,False,False
K00886.02,CONFIRMED,294.77393,43.056301,12.07134205,2454976.45948,0.0,,89.96,0.014,0.0809,4.3224,759.2,,1.29,5.74,395.0,0.47,0.484,,3713.0,4.779,-0.12,15.847,Kepler,False,False,False
K00886.03,CONFIRMED,294.77393,43.056301,20.99587872,2454985.31554,0.0,,89.79,0.228,0.117,2.6333,767.3,,1.3,2.74,328.0,0.47,0.484,,3713.0,4.779,-0.12,15.847,Kepler,False,False,False
K00887.01,CONFIRMED,295.65149,43.029831,7.41113177,2455008.34754,0.0,,87.54,0.712,0.0748,2.5242,620.5,,2.45,158.11,905.0,0.919,1.014,,5849.0,4.517,-0.02,15.031,Kepler,False,False,False
K00888.01,FALSE POSITIVE,297.97513,43.164909,1.000747038,2455002.974229,0.0,,77.28,0.908,0.0175,0.9967,1823.5,,4.14,1635.2,1620.0,0.79,0.718,,5472.0,4.499,-0.54,15.419,Kepler,False,False,False
